﻿등급,회원사,홈페이지,지역,사업장도로명주소,주요업종(국민연금 신고),고용현황(국민연금 가입자),매출액(억원),매출연도,주요제품,부설연구소,출처,비고
정회원,태창이엔지,http://www.tcce.co.kr/,경남 고성군,경상남도 고성군 거류면 거류로,금속 문  창  셔터 및 관련제품 제조업,35,169,2024,"해양·육상 플랜트 및 발전설비 제작, 선박구성부분품·철구조물 용접제작(탄소강·비철·합금강)",불명,"국민연금('26.5) ｜ [조사] 잡코리아(company/45114537, 매출 169억·직원40명·대표 곽태영), saramin·moneypin(선박구성부분품, 고성군 거류면), 홈페이지 tceng.kr",확인요(동명 2법인) ｜ 동명 2법인 중 고성군 거류면 소재 정법인. 함안 군북면 태창이엔지(1.8억·2명)는 별개 법인. 홈페이지에 연구소 표기 미확인
정회원,삼영플랜트,http://www.syplant.co.kr/,경기 안성시,경기도 안성시 대덕면 시미실길,건설 및 채광용 기계장비 제조업,19,313,,"건설·광산용 파쇄·선별 플랜트(크러셔: 콘/임팩트 크러셔 등), 국내 점유 1위·40여국 수출",유,"국민연금('26.5) ｜ [조사] 알앤디잡(rndjob.or.kr E0086961: 매출 313억·직원70명·2009.1 기업부설연구소 승인), 홈페이지 syplant.co.kr",현대제철 크러셔 사업부 인수(2006) 기반. 기업부설연구소 보유 명시
정회원,현대티엠씨,http://hdtmc.co.kr/,경남 함안군,경상남도 함안군 가야읍 남문길,선박 구성 부분품 제조업,44,281,2025,"굴착기 핵심부품(Boom&Arm, Outrigger 등) 및 특수목적 굴착기 개조·특수작업장치(초고소해체·머티리얼핸들러)",유,"국민연금('26.5) ｜ [조사] 잡코리아(C/13250683: 매출 281.6억·직원65명·2025.12 기준, 대표 오길봉), komachine.com(기업부설 기술연구소 운영 명시), 네이버뉴스(함안 가야농공단지 156억 투자협약·90명 고용)","건설/채광용 기계장비 제조. 글로벌 강소기업. 본사 창원, 함안 가야읍에 굴삭기 부품공장 신설. 기업부설 기술연구소 보유"
정회원,경우시스테크,http://www.kyungwoo.com,서울 금천구,서울특별시 금천구 디지털로9길,제조 / 전화기,92,228,2024,"건설장비·산업차량용 전장품, 전기차 전장품, 중장비 충돌방지 IT 산업안전시스템",불명,"국민연금('26.5) ｜ [조사] 캐치·사람인·원티드·잡코리아(매출 228억, 2024 기준, 직원 약91명, 서울 금천구 가산동), 데이터바우처 기업소개(중장비용 충돌방지 안전시스템 설계)",전장품·안전시스템 설계기업이나 홈페이지(kyungwoo.com 접속불가) 상 부설연구소 명시 미확인 → 불명
정회원,선진건기,http://www.sunjince.com,충북 충주시,충청북도 충주시 동량면 수회길,금속선 가공제품 제조업,3,3,2014,금속선 가공제품(와이어 가공) 제조,불명,"국민연금('26.5) ｜ [조사] 잡코리아/원티드 기업정보 — 충북 충주시 동량면, 설립 2013년, 직원 3명, 2014년 매출 약 3.5억원(가장 최근 공개치). 홈페이지(sunjince.com) 접속 불가로 연구소 확인 불가","초소형(직원3명) 영세업체, 매출 공개 데이터가 2014년 약 3.5억이 최신. 건설기계 직접 부품 여부 불명확"
정회원,신영,http://www.shinyoung.mc.com,경북 영천시,경상북도 영천시 본촌공단길,그 외 자동차용 신품 부품 제조업,735,5104,2024,"자동차 차체부품·금형·지그, LED조명/컨버터 제조",불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보(2026 조회) 매출 5,104억원, 직원 732명(CSV 735와 일치), 경북 영천 본촌공단길 39 — shym.co.kr 차체부품 히든챔피언. 홈페이지에 연구소 명시 미확인","확인요(동명 9법인,상호 짧음) ｜ CSV 홈페이지 shinyoung.mc.com은 소형건설장비 다른 신영과 혼동 소지. 영천 본촌공단·직원735·차체부품 기준으로 (주)신영(shym.co.kr, 차체부품)에 매칭. 건설기계가 아닌 자동차 차체부품 업체"
정회원,신우중공업,http://www.tf-ind.com,경남 창녕군,경상남도 창녕군 대지면 대지농공단지길,전동기 및 발전기 제조업,21,210,2025,"액체펌프·수문·스크린·교반기, 신재생(태양광) 설치",불명,"국민연금('26.5) ｜ [조사] 잡코리아 기업정보 — 경남 창녕 대지농공단지, 매출 2025년 210억(2024년 227억), 대표 안병구. 홈페이지(tf-ind.com) 접속 불가로 연구소 미확인",주력은 펌프·수처리 기계로 건설기계 직접 연관성은 약함
정회원,아원,http://www.evlube.com,경북 구미시,경상북도 구미시 산호대로,기타 반도체 소자 제조업,42,80,2024,건설중장비용 자동그리스 주입기(EVLUBE)·윤활장치,불명,"국민연금('26.5) ｜ [조사] 잡코리아 매출 약 80억, 경북 구미 산호대로, 직원 50명. kidd.co.kr 보도: 굴삭기·로더·펌프카 등 건설중장비 자동그리스주입기 개발, 현대중공업 80/120톤 굴삭기 전량 공급. evlube.com 제품페이지엔 연구소 명시 없음","확인요(동명 3법인,상호 짧음) ｜ EVLUBE 브랜드 자동급유장치 제조사로 매칭(굴착기 등 건설기계 적용). 매출 80억은 잡코리아 표기치(연도 미명시, 최근 추정)"
정회원,에스엔씨,http://www.bullsnc.com,인천 미추홀구,인천광역시 미추홀구 송림로307번길,그 외 기타 금속 가공업,20,65,2025,"굴삭기 어태치먼트·부품(자체브랜드 BULLSTERN), 일본 OKADA ODM",불명,"국민연금('26.5) ｜ [조사] 잡코리아 기업정보 — 매출 2025년 65억(2024년 76억, 2023년 78억), 인천 미추홀구 도화동. BULLSTERN 굴착기 어태치먼트 국내판매·해외수출, OKADA ODM. 홈페이지(bullsnc.com) 접속 불가로 연구소 미확인",확인요(동명 3법인) ｜ 건설기계(굴착기) 어태치먼트 전문 — 회원사 매칭 명확
정회원,에이와이중공업,http://www.ayheavy.com,경기 수원시,경기도 수원시 권선구 호매실로90번길,유압 기기 제조업,3,,,유압브레이커·크러셔·콤팩터 등 굴착기 어태치먼트,유,"국민연금('26.5) ｜ [조사] ayheavy.com / gobizkorea·ec21 기업프로필 — 경기 수원 권선구 호매실로90번길 24 본사 및 기업부설연구실 보유, 특허 유압브레이커·포스트드라이버 제조·수출. 매출은 비상장 소기업(직원 3명, 본사+연구실 형태)으로 공개 재무 미확인",기업부설연구실 명시로 lab=유. 매출 공개 데이터 없음(catch/nicebizinfo 유료·접근차단). 제조는 협력공장 추정
정회원,지피텍,http://www.gptech.kr,경기 안산시,경기도 안산시 단원구 만해로229번길,BIZ_NO미존재사업장,15,,,"불명 (안산 소재 소기업, 사업분야 미확인)",불명,"국민연금('26.5) ｜ [조사] 홈페이지(gptech.kr) 접속 불가(도메인 미존재), catch/잡코리아/사람인/네이버 검색 모두 해당 기업 매칭 실패. 비고 '확인요(상호 짧음)'. 국민연금 가입자 15명(소기업).",확인요(상호 짧음) ｜ 동명 다수(지에프텍/지아이텍 등)로 식별 불가. 매출·제품 미확인.
정회원,케이제이씨,http://www.kjchydraulic.com,경남 김해시,경상남도 김해시 생림면 나전로249번길,유압 기기 제조업,9,,,"상수도 배관 관이음관(NHP/PM Joint), 이탈방지 클램프·신축이음관 등 (내진 파이프 연결장치)",불명,"국민연금('26.5) ｜ [조사] komachine.com/ko/companies/kjc, 잡코리아(45586165), waterkorea.kr — 대표 김창규, 김해 생림면 나전로249번길 13-21 주소 일치. 설립 2011, 사원 18명. 매출 공개수치 미발견(비상장 소기업).",확인요(동명 3법인) ｜ 협회 분류는 '유압 기기 제조업'이나 실제 주력제품은 상수도용 관이음관. 동명 3법인 중 주소·대표로 확정. 홈페이지·komachine에 연구소 명시 없음(특허 10건 보유 언급만).
정회원,티알벨트렉,http://www.trbeltrack.com,,,,,425,2025,"건설·농기계용 고무궤도(크롤러), 컨베이어벨트, 특수 고무제품",불명,"[조사] 잡코리아(trb8119): 매출 425억 8백만원(2025.12), 직원 76명. catch.co.kr/Comp/CompSummary/355305. 홈페이지(trbeltrack.com) 인증서 오류로 직접 확인 불가.",국민연금 미매칭 ｜ 정식 상호 TR벨트랙(주). 홈페이지·잡코리아에 부설연구소 명시 미확인.
정회원,하이드로릭코리아,http://www.hydraulickorea.com,,,,,,,건설중장비(굴삭기·휠로더) 유압부품·엔진·실린더·밸브·액슬 등 보수부품 수출,불명,[조사] tradekorea.com(hydraulickorea) 기업소개 — 건설중장비 부품 전문 수출(35개국). 홈페이지(hydraulickorea.com) 도메인 미존재. catch/나이스/잡코리아에서 동일 상호 매출 매칭 실패(유사명 다수).,국민연금 미매칭 ｜ 국민연금 미매칭 기업. 매출 공개수치 미발견.
정회원,한미중기,http://www.hanmiparts.com,서울 영등포구,서울특별시 영등포구 당산동6가,상품 종합 도매업,3,72,2022,건설기계(굴삭기 등) 부품 수입·도매(무역),불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보(csn …NmtoRDc3MTR5c0xDKytPUlJoVUhiZz09): 매출 72억 1,480만원, 직원 3명, 상품종합도매업/무역. 설립 1999. 홈페이지(hanmiparts.com) 인증서 오류.",매출 기준연도는 사람인 2022년 자료 추정. 직원 3명 규모로 부설연구소 가능성 낮으나 홈페이지 미확인으로 불명.
정회원,현대엠시스템즈,http://www.hyundai-msystems.com,경기 수원시,경기도 수원시 영통구 신원로,응용 소프트웨어 개발 및 공급업,39,110,2023,산업·건설차량용 어라운드뷰(AVM)·카메라·레이더·AI·텔레매틱스 기반 지능형 안전솔루션(응용SW),불명,"국민연금('26.5) ｜ [조사] THE VC(thevc.kr/hyundaimsystems), 사람인(2023, 사원 43명), 잡코리아(metiscomm). 매출 100~120억 보고(자료별 편차)로 약 110억 추정. 설립 2003, 수원 영통구. 홈페이지(hyundai-msystems.com) 인증서 오류.",매출 100~120억 사이로 출처별 상이하여 약 110억(2023)으로 기재. R&D 중심 강소기업이나 홈페이지에서 부설연구소 표기 직접 확인 불가.
정회원,그랜트수리아멀티사라나(유) 한국지사,http://www.gsmskorea.com,,,,,,,건설기계 관련 (인도네시아 PT Grand Surya Multi Sarana 한국지사로 추정),불명,"[조사] 홈페이지(www.gsmskorea.com) DNS 미해결·접속 불가, 웹검색에서 외국법인 한국지사 매출 공개자료 없음. 국민연금 미매칭(CSV)","국민연금 미매칭 ｜ 외국기업 한국지사 추정, 공개 매출 없음 — 동명 확인 어려움(저신뢰)"
정회원,디아이시 트레이딩,,,,,,,,건설기계 부품 등 무역/유통(트레이딩)으로 추정,불명,"[조사] 홈페이지 없음(CSV), 국민연금 미매칭. 웹검색 시 상장사 (주)디아이씨(092200, 감속기·중장비부품)와 별개의 소규모 무역업체로 공개 매출 확인 불가","국민연금 미매칭 ｜ 상장 디아이씨와 동명이인 주의, 공개 매출 없음(저신뢰)"
정회원,디포커스,http://dfocus.net,서울 구로구,서울특별시 구로구 디지털로34길,응용 소프트웨어 개발 및 공급업,169,113,2023,IT 컨설팅·솔루션(BI/ERP/클라우드 가상화·DT·설비안전관제 Df Guard),유,"국민연금('26.5) ｜ [조사] 홈페이지(dfocus.net) 'R&D센터 상시 운영' 명시→연구소 유. 매출: catch.co.kr/saramin(별도기준 최근 113억, 3년평균 145억, 연결 213억). 서울 구로구·직원169명과 부합",건설기계 부품사 아닌 응용SW업체(국민연금 업종). 매출 별도기준 근사치
정회원,상지티앤에스,http://www.sangjiintl.co.kr,경기 고양시,경기도 고양시 일산동구 일산로,산업 처리공정 제어장비 제조업,7,24,2017,"NOK 오일씰·산업용 실링(밀봉)부품 유통(NOK 한국 공식대리점), 산업처리공정 제어장비",불명,"국민연금('26.5) ｜ [조사] 홈페이지(sangjiintl.co.kr=㈜상지인터내셔널) 연구소 언급 없음. 매출: 잡코리아/인크루트(2017년 약 24.3억, 전년比 40%↑). 고양시 일산동구·직원7명과 부합","최신 매출 미공개, 2017년 자료만 확인됨(저신뢰)"
정회원,영동금속,http://www.yd-metal.co.kr,인천 서구,인천광역시 서구 사렴로10번길,선철 주물 주조업,18,59,2024,"청동밸브(게이트·글로브·체크·볼·감압·수도용 역류방지밸브), 부싱",불명,"국민연금('26.5) ｜ [조사] 홈페이지(yd-metal.co.kr) '기술개발' 언급뿐 연구소 명시 없음. 매출: saramin 58억7,470만원(최근), catch/잡코리아 55억대. 인천 서구·직원17~19명과 부합",확인요(동명 2법인) ｜ CSV상 동명 2법인 주의 — 인천 서구 청동밸브사로 매칭
정회원,제이에스씨,http://www.koreahammer.com,충북 진천군,충청북도 진천군 광혜원면 월성안길,제조 / 산업용강화플라스틱성형제품,12,128,2023,"유압브레이커(사일런트/탑/사이드형) 등 건설기계 어태치먼트, Koreahammer 브랜드 수출",불명,"국민연금('26.5) ｜ [조사] 홈페이지(koreahammer.com) 연구소 언급 없음. 매출: saramin 2023년 128억445만원. 충북 진천군·건설기계 수출전문, 직원6~8명(수출무역형)과 부합",확인요(동명 3법인) ｜ CSV상 동명 3법인 주의 — 진천 Koreahammer 유압브레이커사로 매칭
정회원,에이치티테크,http://www.httechbest.co.kr,경남 양산시,경상남도 양산시 산막공단북10길,해당없음,32,222,2024,유압펌프·기어펌프·모터·감속기 등 동력전달·산업기계 부품 제조,불명,"국민연금('26.5) ｜ [조사] 잡코리아(httech8520): 2024년 매출 222억, 2025년 110억(전년比 50%↓), 직원 68명. 홈페이지 SSL 인증서 오류로 연구소 표기 미확인",CSV 고용 32명과 잡코리아 68명 상이하나 홈페이지·지역(양산) 일치. 최근 완결 회계연도(2024) 기준 매출 사용
정회원,스톰파츠,http://www.stormparts.co.kr,서울 영등포구,서울특별시 영등포구 버드나루로6길,건설ㆍ광업용 기계 및 장비 도매업,4,24,2024,건설기계 부품 수출 무역업(중간재·부품 도매),불명,"국민연금('26.5) ｜ [조사] 잡코리아(stormparts1): 2024년 매출 23.9억, 2025년 27.3억, 직원 3명, 주요사업 무역(수출). 동종업종 57위",직원 3명 소규모 무역상사. 최근 완결연도(2024) 기준
정회원,상전정공,http://www.sangjeon.com,경기 화성시,경기도 화성시 만세구 양감면 용소금각로,산업용 난방보일러 및 방열기 제조업,20,150,2024,"내장·냉동탑차 등 특장차(특수목적차량) 제조, 현대차 OEM 협력사",불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보: 매출 150억7,576만원. 홈페이지(sangjeon.com) 회사개요에 연구소 표기 없음",국민연금 업종이 '난방보일러·방열기'로 등록돼 있으나 실제는 냉동탑차·특장차 제조(우레탄 발포 보냉판넬). 연도 명시 없어 최근치로 추정
정회원,스털링테크놀로지,http://sterlingripper.com,경기 화성시,경기도 화성시 만세구 마도면 마도로620번길,건설 및 채광용 기계장비 제조업,8,40,2025,굴착기 어태치먼트(진동리퍼·항타기·파쇄기 등 유압 부착장비) 제조,불명,"국민연금('26.5) ｜ [조사] 잡코리아(sterlingripper): 2025년 매출 40.07억, 2024년 34.2억, 2023년 50.2억. 홈페이지(sterlingripper.com)에 연구소 명시 없음",건설·토목·광산용 굴착기 부착장비 전문
정회원,제이제이텍,,부산 사하구,부산광역시 사하구 신산로,그 외 자동차용 신품 부품 제조업,3,,,자동차용 신품 부품 제조(국민연금 업종 기준),불명,"국민연금('26.5) ｜ [조사] 홈페이지 없음(CSV 공란), 직원 3명 소기업. 부산 사하구 '제이제이텍'에 정확 매칭되는 공개 매출 자료 확인 불가(동명·유사명 다수: 제이엔제이테크·제이제이앤컴퍼니스 등)","비상장 소기업, 지역(부산 사하구) 일치하는 공개 매출 미확인. 동명 혼동 위험으로 매출 미기재"
정회원,태하메카트로닉스,http://www.taeha.co.kr,경기 안양시,경기도 안양시 만안구 박달로,기타 반도체 소자 제조업,87,224,2024,건설중장비 제어기(굴착기 자동제어 컨트롤러)·유산소 운동기기(트레드밀 등) 제조,유,"국민연금('26.5) ｜ [조사] 캐치(049403)/뉴스: 2024년 매출 약 223.7억(2023년 259억). 홈페이지(taeha.co.kr)·기사에 '태하 기술연구소' 명시, 수입대체 굴착기 자동제어 자체 개발",국민연금 업종은 '반도체 소자'로 등록됐으나 실제 중장비 제어기·운동기기 제조. 기술연구소 보유로 lab=유
정회원,호룡,http://www.horyong.co.kr,전북 김제시,전북특별자치도 김제시 만경읍 만경공단2길,기타 물품 취급장비 제조업,164,779,2023,고소작업차·고가사다리차·크레인·펌프카 등 특장차 및 전기굴착기(전동화 건설장비),불명,"국민연금('26.5) ｜ [조사] 잡코리아/사람인·위키백과 (매출 779.7억, 146명). 홈페이지(horyong.co.kr)에 'R&D Pipeline' 메뉴는 있으나 부설연구소/기술연구소 명칭 표기 없음. 연도 명시 부족(가장 최근 공시 기준)",확인요(상호 짧음) ｜ 특장차/전기굴착기 제조 완성차업체. 매출 기준연도가 명확히 표기되지 않아 최신 공시 추정
정회원,티엠티에스,,경기 시흥시,경기도 시흥시 마유로144번길,BIZ_NO미존재사업장,19,81,2024,"유압기계밀봉장치, 고무·우레탄 완충제(유압브레이커용 방진부재 등 건설기계 유압 부품)",불명,"국민연금('26.5) ｜ [조사] 사람인 기업정보(매출 81.18억, 19명, 유압브레이커 관련 특허·ISO9001/14001). 홈페이지 미상으로 연구소 표기 확인 불가",건설기계 유압브레이커 부품 제조 소기업
정회원,비앤드알 산업자동화,http://www.br-automation.com,경기 안양시,경기도 안양시 동안구 평촌대로212번길,전기용 기계ㆍ장비 및 관련 기자재 도매업,20,236,2023,산업자동화 솔루션(PLC·모션제어·HMI·통합안전) 공급. 오스트리아 B&R(ABB그룹) 한국법인,불명,"국민연금('26.5) ｜ [조사] 잡코리아/사람인 재무(2023 매출 235.9억, 영업이익 18.1억, 34명). 홈페이지(br-automation.com) DNS 접속불가로 연구소 표기 미확인",글로벌 B&R(ABB) 한국 판매·기술지원 법인. 건설기계 자체 제조 아님(자동화 기자재 도매)
정회원,메가티에스,,,,,,,,불명 (식별 불가),불명,[조사] CSV상 지역·업종·고용 모두 공란(국민연금 미매칭). 동명 다수(메가투스/메가텍/메가테크 등)로 대상 법인 특정 불가하여 매출 미확인,국민연금 미매칭 ｜ 식별정보 부족으로 동명 기업과 구분 불가 — 저신뢰. 추가 사업자번호/지역 정보 필요
정회원,아크로스,,강원 춘천시,강원특별자치도 춘천시 동내면 거두단지1길,그 외 기타 의료용 기기 제조업,85,954,2024,히알루론산(HA) 필러·조직수복용 생체재료 등 의료기기(Dermalax 시리즈). 휴젤 관계사,불명,"국민연금('26.5) ｜ [조사] 아시아투데이·비즈니스포스트 등 뉴스(2024 매출 954억, 해외비중 89%), 사람인(86~94명, 춘천). 홈페이지(across.kr)에 부설연구소 명칭 명시 미확인",의료기기(필러) 제조사로 건설기계와 무관 — 회원사 명단상 동명 가능성 있으나 춘천·의료기기 업종 일치 기업으로 매칭
정회원,에스더블유티,http://www.swt-hydraulics.com,경남 김해시,경상남도 김해시 한림면 김해대로916번길,그 외 자동차용 신품 부품 제조업,10,,,"유압기기/자동차 차체용 부품(SWT Hydraulics, 김해 한림면)",불명,국민연금('26.5) ｜ [조사] 나이스비즈인포(kiscode JC9915): 자동차 차체용 신품 부품 제조업으로 확인되나 매출은 유료 보고서로 비공개. 홈페이지(swt-hydraulics.com) DNS 접속불가. 동명 3법인으로 사람인 등 타 DB 매출은 다른 법인(당진 봉제) 혼입되어 채택 불가,확인요(동명 3법인) ｜ 동명 3법인 — 김해·유압/자동차부품 법인의 공개 매출 미확보로 revenue 공란 처리(저신뢰)
정회원,에피록 코리아,http://www.epiroc.com/en-kr,경기 성남시,경기도 성남시 분당구 판교역로192번길,건설ㆍ광업용 기계 및 장비 도매업,23,,,"광산·터널·건설용 굴착장비, 천공기, 어태치먼트(아트라스콥코에서 분사한 외국계 법인)",불명,"국민연금('26.5) ｜ [조사] 홈페이지(epiroc.com/en-kr/about-us) - 판교 본사·제천 서비스센터, 외국계 비상장이라 공개 매출 없음. 국민연금 가입자 23명(소규모 한국법인)","Epiroc Korea(아트라스콥코 광산토목 분사). 한국법인 매출 공개자료 없음, 연구소 표기 미확인"
정회원,알씨테크,http://irctech.modoo.at,경기 용인시,경기도 용인시 처인구 포곡읍 포곡로272번길,반도체 제조용 기계 제조업,24,88,2024,"반도체 Diff 장비 업사이클링, 핵심부품 국산화(자동압력제어밸브·항온조·하스텔로이 실캡 등) 'RC-300K' 장비",유,"국민연금('26.5) ｜ [조사] 사람인(2024 재무: 매출 88억4,482만원), SK하이닉스 뉴스룸·nextround - 기업부설연구소 인증 보유. 용인 처인구 포곡읍 소재로 CSV 지역 일치",확인요(동명 2법인) ｜ 동명 2법인 중 용인 포곡 반도체장비(SK하이닉스 사내벤처 하이개라지 1기) 법인으로 확정. 건설기계보다 반도체장비 업종
정회원,코오롱글로벌,http://www.kolonglobal.com,경기 과천시,경기도 과천시 코오롱로,아파트 건설업,1173,29041,2024,건설(주택·비주택 시공)·상사·자동차 유통 종합기업(상장사),불명,"국민연금('26.5) ｜ [조사] 코오롱 2024 연간 경영실적·대한경제(dnews) - 2024 매출 2조9,041억원(전년比 9.8%↑). 상장코드 003070",건설기계 제조사가 아닌 종합건설·상사 상장사
준회원,슈퍼랙 주식회사,http://http;//www.super-rack.com,,,,,,,OOG(규격초과·중량) 화물용 특수 컨테이너(SUPER RACK) 해상운송·장비 렌탈(장금상선 자회사),불명,"[조사] 홈페이지(superrack.co.kr), 잡코리아 - 2019년 설립, 장금상선그룹 계열. 공개 매출 미상(2020년 약 7,554만원 수준 소규모). CSV는 국민연금 미매칭·준회원",국민연금 미매칭 ｜ 건설기계 제조사 아님(물류·해상운송). 매출 공개자료 부족
정회원,(주)대동,https://ko.daedong.co.kr/,대구 달성군,대구광역시 달성군 논공읍 논공중앙로34길,농업 및 임업용 기계 제조업,1076,14100,2024,"트랙터·콤바인·이앙기 등 농업기계(국내 농기계 1위), 모빌리티·로봇 신사업",불명,"국민연금('26.5) ｜ [조사] 농민신문·대동 IR·사람인 - 2024 연결매출 1조4,100억원(전년比 1.4%↓). 상장코드 000490. 대구 달성 논공으로 CSV 지역 일치","확인요(동명 11법인,상호 짧음) ｜ 동명 11법인 중 대구 달성 농기계 상장사(대동그룹 주력)로 확정. 농업기계 업종"
정회원,유압사랑,http://www.hydrofriends.com,경기 시흥시,경기도 시흥시 협력로,유압 기기 제조업,25,126,2021,굴착기·크레인·지게차 등 건설기계용 유압밸브(유압기기) 제조,불명,"국민연금('26.5) ｜ [조사] 사람인·nicebizinfo - 2021 매출 125억5,802만원, 직원 41명. 경기 시흥 시화공단 소재로 CSV 일치. HD현대건설기계·HD현대인프라코어 협력사. 홈페이지(hydrofriends.com) 접속불가로 연구소 표기 미확인",건설기계 유압밸브 전문 중소기업. 최신연도 매출은 2021 기준자료만 확인
정회원,산하한국 주식회사,http://kr.sunward.com.cn/,경기 수원시,경기도 수원시 영통구 삼성로,상품 종합 도매업,4,,,"중국 Sunward(山河智能) 건설기계 수입·판매 — 미니/소형 굴착기, 휠로더, 고소작업대 등 (상품 종합 도매)",불명,"국민연금('26.5) ｜ [조사] 홈페이지 kr.sunward.com.cn(=Sunward 山河智能 브랜드), sunwardkorea.co.kr(SSL오류로 접속불가). 업종 '상품 종합 도매업'·국민연금 가입자 4명으로 Sunward 한국 수입·판매 소형 영업법인으로 확인(WebSearch). 비상장 소규모 무역법인으로 공개 매출 미확인 — nicebizinfo/잡코리아의 '산하'는 남원·성남 식품업체로 동명이인 별개 법인. 부설연구소 표기 확인 불가(불명).",도매·수입판매 영업법인(제조 아님). 동명 다수: 나이스비즈인포·잡코리아의 '산하'(식품)는 별개 법인이므로 매칭 제외.
